host,worker,gpu,config_file,name,algorithm,algorithm_label,alpha,alpha_slug,machine_type,db_level,seed,auroc,equivalent_epochs,log_file,log_line
master,norm_g6,6,p1_anchor_local_only_a100p0_valve_0dB_s2.json,p1_anchor_local_only_a100p0_valve_0dB_s2,local_only,Local only,100.0,a100,valve,0dB,2,0.5381242444646356,60,master/logs/p1_norm_g6.log,281
n3,norm_g6,6,p1_anchor_local_only_a100p0_valve_0dB_s3.json,p1_anchor_local_only_a100p0_valve_0dB_s3,local_only,Local only,100.0,a100,valve,0dB,3,0.5373654790355488,60,n3/logs/p1_norm_g6.log,238
master,norm_g4,4,p1_anchor_local_only_a100p0_valve_0dB_s4.json,p1_anchor_local_only_a100p0_valve_0dB_s4,local_only,Local only,100.0,a100,valve,0dB,4,0.5092751605286583,60,master/logs/p1_norm_g4.log,279
n3,norm_g2,2,p1_anchor_local_only_a100p0_valve_0dB_s5.json,p1_anchor_local_only_a100p0_valve_0dB_s5,local_only,Local only,100.0,a100,valve,0dB,5,0.5090793030376732,60,n3/logs/p1_norm_g2.log,238
master,norm_g5,5,p1_anchor_local_only_a100p0_valve_0dB_s6.json,p1_anchor_local_only_a100p0_valve_0dB_s6,local_only,Local only,100.0,a100,valve,0dB,6,0.5469200987844185,60,master/logs/p1_norm_g5.log,279
n3,norm_g0,0,p1_anchor_local_only_a100p0_valve_0dB_s7.json,p1_anchor_local_only_a100p0_valve_0dB_s7,local_only,Local only,100.0,a100,valve,0dB,7,0.5239183036531189,60,n3/logs/p1_norm_g0.log,236
master,norm_g2,2,p1_anchor_local_only_a100p0_valve_0dB_s8.json,p1_anchor_local_only_a100p0_valve_0dB_s8,local_only,Local only,100.0,a100,valve,0dB,8,0.5145488552756683,60,master/logs/p1_norm_g2.log,281
n3,norm_g1,1,p1_anchor_local_only_a100p0_valve_0dB_s9.json,p1_anchor_local_only_a100p0_valve_0dB_s9,local_only,Local only,100.0,a100,valve,0dB,9,0.5297047428753661,60,n3/logs/p1_norm_g1.log,238
master,norm_g3,3,p1_anchor_local_only_a100p0_valve_6dB_s0.json,p1_anchor_local_only_a100p0_valve_6dB_s0,local_only,Local only,100.0,a100,valve,6dB,0,0.579343027052502,60,master/logs/p1_norm_g3.log,279
n3,norm_g7,7,p1_anchor_local_only_a100p0_valve_6dB_s1.json,p1_anchor_local_only_a100p0_valve_6dB_s1,local_only,Local only,100.0,a100,valve,6dB,1,0.5549055892615586,60,n3/logs/p1_norm_g7.log,238
master,norm_g0,0,p1_anchor_local_only_a100p0_valve_6dB_s2.json,p1_anchor_local_only_a100p0_valve_6dB_s2,local_only,Local only,100.0,a100,valve,6dB,2,0.572926358988642,60,master/logs/p1_norm_g0.log,281
n3,norm_g3,3,p1_anchor_local_only_a100p0_valve_6dB_s3.json,p1_anchor_local_only_a100p0_valve_6dB_s3,local_only,Local only,100.0,a100,valve,6dB,3,0.5836680876839069,60,n3/logs/p1_norm_g3.log,240
master,norm_g7,7,p1_anchor_local_only_a100p0_valve_6dB_s4.json,p1_anchor_local_only_a100p0_valve_6dB_s4,local_only,Local only,100.0,a100,valve,6dB,4,0.5634439973582783,60,master/logs/p1_norm_g7.log,236
n3,norm_g4,4,p1_anchor_local_only_a100p0_valve_6dB_s5.json,p1_anchor_local_only_a100p0_valve_6dB_s5,local_only,Local only,100.0,a100,valve,6dB,5,0.5664639245380758,60,n3/logs/p1_norm_g4.log,240
master,norm_g1,1,p1_anchor_local_only_a100p0_valve_6dB_s6.json,p1_anchor_local_only_a100p0_valve_6dB_s6,local_only,Local only,100.0,a100,valve,6dB,6,0.5399803710224728,60,master/logs/p1_norm_g1.log,281
n3,norm_g6,6,p1_anchor_local_only_a100p0_valve_6dB_s7.json,p1_anchor_local_only_a100p0_valve_6dB_s7,local_only,Local only,100.0,a100,valve,6dB,7,0.5702499498950998,60,n3/logs/p1_norm_g6.log,240
master,norm_g6,6,p1_anchor_local_only_a100p0_valve_6dB_s8.json,p1_anchor_local_only_a100p0_valve_6dB_s8,local_only,Local only,100.0,a100,valve,6dB,8,0.5619808349071118,60,master/logs/p1_norm_g6.log,283
n3,norm_g5,5,p1_anchor_local_only_a100p0_valve_6dB_s9.json,p1_anchor_local_only_a100p0_valve_6dB_s9,local_only,Local only,100.0,a100,valve,6dB,9,0.5562051033252433,60,n3/logs/p1_norm_g5.log,240
