node,worker,algorithm,alpha,machine_type,db_level,seed,auroc
n3,g4,personalized,a0p5,pump,0dB,14,0.6873558504516257
master,g7,personalized,a0p5,pump,0dB,15,0.7582510406462246
n1,g7,personalized,a0p5,pump,0dB,16,0.7363654159943083
n3,g3,personalized,a0p5,pump,0dB,17,0.7206814035282501
master,g5,personalized,a0p5,pump,0dB,18,0.7106783064961651
n3,g1,personalized,a0p5,pump,0dB,19,0.7050533253802802
master,g6,personalized,a0p5,pump,6dB,0,0.8303213080060665
n3,g2,personalized,a0p5,pump,6dB,1,0.8207605016266972
master,g4,personalized,a0p5,pump,6dB,2,0.883376283036981
n1,g6,personalized,a0p5,pump,6dB,3,0.8681463073928904
n3,g5,personalized,a0p5,pump,6dB,4,0.8592343476253429
master,g3,personalized,a0p5,pump,6dB,5,0.8361073564428786
n3,g7,personalized,a0p5,pump,6dB,6,0.8423851768997223
master,g2,personalized,a0p5,pump,6dB,7,0.8475062982328273
n1,g5,personalized,a0p5,pump,6dB,8,0.8325812254645359
n3,g0,personalized,a0p5,pump,6dB,9,0.8208738596096768
master,g1,personalized,a0p5,pump,6dB,10,0.8129840289263759
n3,g4,personalized,a0p5,pump,6dB,11,0.8173721886768093
master,g0,personalized,a0p5,pump,6dB,12,0.8203713435323829
n1,g7,personalized,a0p5,pump,6dB,13,0.8157826012695644
n3,g1,personalized,a0p5,pump,6dB,14,0.8219098714753678
master,g7,personalized,a0p5,pump,6dB,15,0.8555677293178222
n3,g3,personalized,a0p5,pump,6dB,16,0.8342029528477027
master,g5,personalized,a0p5,pump,6dB,17,0.8236660760420687
n1,g4,personalized,a0p5,pump,6dB,18,0.8424145928263004
n3,g6,personalized,a0p5,pump,6dB,19,0.7980317912482583
n3,g4,personalized,a0p5,slider,-6dB,0,0.8404170976834944
master,g6,personalized,a0p5,slider,-6dB,1,0.8352373997579884
n3,g6,personalized,a0p5,slider,-6dB,2,0.8442496032523469
master,g4,personalized,a0p5,slider,-6dB,3,0.8500136190057741
n1,g6,personalized,a0p5,slider,-6dB,4,0.8484564256468353
n3,g5,personalized,a0p5,slider,-6dB,5,0.821009581393256
master,g3,personalized,a0p5,slider,-6dB,6,0.8473101719631595
n3,g0,personalized,a0p5,slider,-6dB,7,0.8391278880129913
master,g2,personalized,a0p5,slider,-6dB,8,0.825043217101294
n1,g4,personalized,a0p5,slider,-6dB,9,0.8488628166040035
n3,g7,personalized,a0p5,slider,-6dB,10,0.8381602829703494
master,g1,personalized,a0p5,slider,-6dB,11,0.8615301087258878
n3,g1,personalized,a0p5,slider,-6dB,12,0.8512211863491682
master,g0,personalized,a0p5,slider,-6dB,13,0.8124003133383944
n1,g5,personalized,a0p5,slider,-6dB,14,0.8365597473843451
n3,g2,personalized,a0p5,slider,-6dB,15,0.8384808723937784
master,g5,personalized,a0p5,slider,-6dB,16,0.8421855983606825
n3,g3,personalized,a0p5,slider,-6dB,17,0.836191615060493
master,g7,personalized,a0p5,slider,-6dB,18,0.8355700433780442
n1,g7,personalized,a0p5,slider,-6dB,19,0.8372411591788435
master,g6,personalized,a0p5,slider,0dB,0,0.8944468777645085
n1,g5,personalized,a0p5,slider,0dB,1,0.9033463882554917
n3,g2,personalized,a0p5,slider,0dB,2,0.9093013924385852
master,g4,personalized,a0p5,slider,0dB,3,0.9054192804349098
n3,g1,personalized,a0p5,slider,0dB,4,0.8984070804796138
master,g3,personalized,a0p5,slider,0dB,5,0.8656014646430767
n1,g4,personalized,a0p5,slider,0dB,6,0.9050162215603074
n3,g5,personalized,a0p5,slider,0dB,7,0.893206728054429
master,g2,personalized,a0p5,slider,0dB,8,0.8891186895429393
n3,g0,personalized,a0p5,slider,0dB,9,0.9128671062456336
master,g1,personalized,a0p5,slider,0dB,10,0.9041258674289298
n1,g7,personalized,a0p5,slider,0dB,11,0.9120302255541993
n3,g4,personalized,a0p5,slider,0dB,12,0.9097653037708948
master,g0,personalized,a0p5,slider,0dB,13,0.8675495098026917
n3,g3,personalized,a0p5,slider,0dB,14,0.9022322969002434
master,g7,personalized,a0p5,slider,0dB,15,0.8922204679045775
n1,g6,personalized,a0p5,slider,0dB,16,0.8867480816007764
n3,g7,personalized,a0p5,slider,0dB,17,0.897029691272569
master,g5,personalized,a0p5,slider,0dB,18,0.9033981313428748
n3,g6,personalized,a0p5,slider,0dB,19,0.8916158040844453
master,g6,personalized,a0p5,slider,6dB,0,0.926525121356556
n3,g4,personalized,a0p5,slider,6dB,1,0.9434323857160589
master,g4,personalized,a0p5,slider,6dB,2,0.9528963907682808
n1,g5,personalized,a0p5,slider,6dB,3,0.9455064460805763
n3,g2,personalized,a0p5,slider,6dB,4,0.9529160232453087
master,g3,personalized,a0p5,slider,6dB,5,0.9347492492058782
n3,g5,personalized,a0p5,slider,6dB,6,0.9544817322888459
master,g2,personalized,a0p5,slider,6dB,7,0.9383073075169783
n1,g6,personalized,a0p5,slider,6dB,8,0.9025794970149137
n3,g0,personalized,a0p5,slider,6dB,9,0.9518964849641506
master,g1,personalized,a0p5,slider,6dB,10,0.9375133543202955
n3,g3,personalized,a0p5,slider,6dB,11,0.9494194215344841
master,g0,personalized,a0p5,slider,6dB,12,0.9534237951600669
n1,g4,personalized,a0p5,slider,6dB,13,0.8608118129305684
n3,g7,personalized,a0p5,slider,6dB,14,0.9448032521170425
master,g7,personalized,a0p5,slider,6dB,15,0.9438057349767238
n3,g1,personalized,a0p5,slider,6dB,16,0.9463908507691263
master,g5,personalized,a0p5,slider,6dB,17,0.9337609653019632
n1,g7,personalized,a0p5,slider,6dB,18,0.9517552264538013
n3,g6,personalized,a0p5,slider,6dB,19,0.9132082590842414
n3,g4,personalized,a0p5,valve,-6dB,0,0.5006258940487915
master,g6,personalized,a0p5,valve,-6dB,1,0.4827291207457985
n3,g2,personalized,a0p5,valve,-6dB,2,0.499909165644805
master,g4,personalized,a0p5,valve,-6dB,3,0.4957460407715432
n1,g6,personalized,a0p5,valve,-6dB,4,0.4919707177614553
n3,g5,personalized,a0p5,valve,-6dB,5,0.5103181531681276
master,g3,personalized,a0p5,valve,-6dB,6,0.5112314352364556
n3,g0,personalized,a0p5,valve,-6dB,7,0.4945148819446271
master,g2,personalized,a0p5,valve,-6dB,8,0.4746101842416066
n1,g4,personalized,a0p5,valve,-6dB,9,0.5194483472082194
n3,g3,personalized,a0p5,valve,-6dB,10,0.5169421922596594
master,g1,personalized,a0p5,valve,-6dB,11,0.5340946820822126
n3,g7,personalized,a0p5,valve,-6dB,12,0.5329587832327292
master,g0,personalized,a0p5,valve,-6dB,13,0.415239913371421
n1,g7,personalized,a0p5,valve,-6dB,14,0.5144482005715924
n3,g1,personalized,a0p5,valve,-6dB,15,0.5086464194932538
master,g5,personalized,a0p5,valve,-6dB,16,0.4879728320794907
n3,g6,personalized,a0p5,valve,-6dB,17,0.4935144865220849
master,g7,personalized,a0p5,valve,-6dB,18,0.5148495445902321
n1,g5,personalized,a0p5,valve,-6dB,19,0.5066984529405194
master,g6,personalized,a0p5,valve,0dB,0,0.5666997833746399
n1,g7,personalized,a0p5,valve,0dB,1,0.5725094477178159
n3,g6,personalized,a0p5,valve,0dB,2,0.5661724433703762
master,g7,personalized,a0p5,valve,0dB,3,0.5881298304996289
n3,g2,personalized,a0p5,valve,0dB,4,0.5649364116131727
master,g3,personalized,a0p5,valve,0dB,5,0.5829292761752244
n1,g4,personalized,a0p5,valve,0dB,6,0.6246878651966059
n3,g5,personalized,a0p5,valve,0dB,7,0.5492579904575708
master,g2,personalized,a0p5,valve,0dB,8,0.573221321239105
n3,g0,personalized,a0p5,valve,0dB,9,0.637482936217903
master,g1,personalized,a0p5,valve,0dB,10,0.5690024947686918
n1,g6,personalized,a0p5,valve,0dB,11,0.5941521521428632
n3,g4,personalized,a0p5,valve,0dB,12,0.6060925282558625
master,g0,personalized,a0p5,valve,0dB,13,0.4693222501296053
n3,g3,personalized,a0p5,valve,0dB,14,0.6183129507230211
master,g5,personalized,a0p5,valve,0dB,15,0.6198189530832713
n1,g5,personalized,a0p5,valve,0dB,16,0.5935444419908037
n3,g7,personalized,a0p5,valve,0dB,17,0.5451259215733163
master,g4,personalized,a0p5,valve,0dB,18,0.5974718325029316
n3,g1,personalized,a0p5,valve,0dB,19,0.5780807093732905
master,g6,personalized,a0p5,valve,6dB,0,0.6212814650636009
n3,g4,personalized,a0p5,valve,6dB,1,0.6520558787063964
master,g3,personalized,a0p5,valve,6dB,2,0.6555132920012349
n1,g4,personalized,a0p5,valve,6dB,3,0.6869270031824233
n3,g2,personalized,a0p5,valve,6dB,4,0.677839619072415
master,g7,personalized,a0p5,valve,6dB,5,0.6442496506553602
n3,g5,personalized,a0p5,valve,6dB,6,0.6678548800000387
master,g2,personalized,a0p5,valve,6dB,7,0.6168834439401658
n1,g6,personalized,a0p5,valve,6dB,8,0.6089380560164892
n3,g0,personalized,a0p5,valve,6dB,9,0.6893628570779752
master,g1,personalized,a0p5,valve,6dB,10,0.647081509931179
n3,g3,personalized,a0p5,valve,6dB,11,0.6937275778525078
master,g0,personalized,a0p5,valve,6dB,12,0.6623351873871953
n1,g5,personalized,a0p5,valve,6dB,13,0.4557251540042602
n3,g7,personalized,a0p5,valve,6dB,14,0.6724163776796653
master,g5,personalized,a0p5,valve,6dB,15,0.6651674927708391
n3,g1,personalized,a0p5,valve,6dB,16,0.6681076746570741
master,g4,personalized,a0p5,valve,6dB,17,0.6019728847501782
n1,g7,personalized,a0p5,valve,6dB,18,0.6624509841100571
n3,g6,personalized,a0p5,valve,6dB,19,0.6035921224055369
n3,g4,personalized,a1,fan,-6dB,0,0.6223154701090993
master,g6,personalized,a1,fan,-6dB,1,0.6266942903986779
n3,g3,personalized,a1,fan,-6dB,2,0.6162348683506359
master,g3,personalized,a1,fan,-6dB,3,0.6059415586570035
n1,g7,personalized,a1,fan,-6dB,4,0.6440386896983175
n3,g6,personalized,a1,fan,-6dB,5,0.6107984204732
master,g5,personalized,a1,fan,-6dB,6,0.6175526832668488
n3,g5,personalized,a1,fan,-6dB,7,0.6343733918528968
master,g2,personalized,a1,fan,-6dB,8,0.611398773498766
n1,g6,personalized,a1,fan,-6dB,9,0.6367929947740673
n3,g1,personalized,a1,fan,-6dB,10,0.6458079353109555
master,g7,personalized,a1,fan,-6dB,11,0.6731323163502682
n3,g7,personalized,a1,fan,-6dB,12,0.6304072836719647
master,g0,personalized,a1,fan,-6dB,13,0.6113426853631104
n1,g4,personalized,a1,fan,-6dB,14,0.6184543642325144
n3,g2,personalized,a1,fan,-6dB,15,0.6147844328883461
master,g1,personalized,a1,fan,-6dB,16,0.6420503288794233
n3,g0,personalized,a1,fan,-6dB,17,0.651040297168561
master,g4,personalized,a1,fan,-6dB,18,0.6193708122767513
n1,g5,personalized,a1,fan,-6dB,19,0.6406787015295276
master,g6,personalized,a1,fan,0dB,0,0.8151645240144271
n1,g5,personalized,a1,fan,0dB,1,0.8342721652814944
n3,g1,personalized,a1,fan,0dB,2,0.7976944000193789
master,g5,personalized,a1,fan,0dB,3,0.8170444751570793
n3,g0,personalized,a1,fan,0dB,4,0.8284293096028158
master,g3,personalized,a1,fan,0dB,5,0.8043160364186039
n1,g6,personalized,a1,fan,0dB,6,0.8023031133611818
n3,g5,personalized,a1,fan,0dB,7,0.827359952532628
master,g2,personalized,a1,fan,0dB,8,0.7894998821555166
n3,g6,personalized,a1,fan,0dB,9,0.8378371087856783
master,g7,personalized,a1,fan,0dB,10,0.8158899276439481
n1,g4,personalized,a1,fan,0dB,11,0.8240209377328046
n3,g2,personalized,a1,fan,0dB,12,0.8437436052059082
master,g0,personalized,a1,fan,0dB,13,0.7965907834020661
n3,g4,personalized,a1,fan,0dB,14,0.7972342884336654
master,g1,personalized,a1,fan,0dB,15,0.8211184465620732
n1,g7,personalized,a1,fan,0dB,16,0.8184769724372097
n3,g7,personalized,a1,fan,0dB,17,0.8205491160100582
master,g4,personalized,a1,fan,0dB,18,0.8164397777426892
n3,g3,personalized,a1,fan,0dB,19,0.805123629513157
master,g6,personalized,a1,fan,6dB,0,0.9626255997628018
n3,g2,personalized,a1,fan,6dB,1,0.9449431833937936
master,g5,personalized,a1,fan,6dB,2,0.9617042563697991
n1,g7,personalized,a1,fan,6dB,3,0.956787351839897
n3,g7,personalized,a1,fan,6dB,4,0.9457261977534041
master,g3,personalized,a1,fan,6dB,5,0.9485991574013959
n3,g5,personalized,a1,fan,6dB,6,0.9574552946497951
master,g2,personalized,a1,fan,6dB,7,0.9473028918569033
n1,g6,personalized,a1,fan,6dB,8,0.9522064194588111
n3,g6,personalized,a1,fan,6dB,9,0.9587491397837044
master,g7,personalized,a1,fan,6dB,10,0.9507450325594645
n3,g0,personalized,a1,fan,6dB,11,0.9470513331757692
master,g0,personalized,a1,fan,6dB,12,0.9480267029414176
n1,g4,personalized,a1,fan,6dB,13,0.9650287350322694
n3,g4,personalized,a1,fan,6dB,14,0.954544508645937
master,g1,personalized,a1,fan,6dB,15,0.9503292586881974
n3,g3,personalized,a1,fan,6dB,16,0.9526999256274253
master,g4,personalized,a1,fan,6dB,17,0.9481618466084646
n1,g5,personalized,a1,fan,6dB,18,0.9527082299251051
n3,g1,personalized,a1,fan,6dB,19,0.941972689199245
n3,g3,personalized,a1,pump,-6dB,0,0.6718614886537908
master,g6,personalized,a1,pump,-6dB,1,0.6880733044809904
n3,g7,personalized,a1,pump,-6dB,2,0.6660994037407546
master,g5,personalized,a1,pump,-6dB,3,0.6613871063381377
n1,g5,personalized,a1,pump,-6dB,4,0.6795222297063888
n3,g5,personalized,a1,pump,-6dB,5,0.6342622772631615
master,g3,personalized,a1,pump,-6dB,6,0.6729341766910715
n3,g6,personalized,a1,pump,-6dB,7,0.680743542646746
master,g2,personalized,a1,pump,-6dB,8,0.6557055770667939
n1,g6,personalized,a1,pump,-6dB,9,0.6654408308167203
n3,g4,personalized,a1,pump,-6dB,10,0.6524506889980126
master,g1,personalized,a1,pump,-6dB,11,0.6722038960028647
n3,g1,personalized,a1,pump,-6dB,12,0.6889277772385558
master,g7,personalized,a1,pump,-6dB,13,0.6576530543529978
n1,g7,personalized,a1,pump,-6dB,14,0.7006688462644565
n3,g0,personalized,a1,pump,-6dB,15,0.6706528761354635
master,g0,personalized,a1,pump,-6dB,16,0.6848942653662459
n3,g2,personalized,a1,pump,-6dB,17,0.6666253261786088
master,g4,personalized,a1,pump,-6dB,18,0.6665775640663552
n1,g4,personalized,a1,pump,-6dB,19,0.668844067945807
master,g6,personalized,a1,pump,0dB,0,0.713963102167129
n1,g5,personalized,a1,pump,0dB,1,0.7538756733989971
n3,g2,personalized,a1,pump,0dB,2,0.7400927886880352
master,g5,personalized,a1,pump,0dB,3,0.7176538298574919
n3,g4,personalized,a1,pump,0dB,4,0.7356320416240946
master,g3,personalized,a1,pump,0dB,5,0.7027301297577623
n1,g6,personalized,a1,pump,0dB,6,0.7458711056506132
n3,g6,personalized,a1,pump,0dB,7,0.7481436334126849
master,g2,personalized,a1,pump,0dB,8,0.738566824837497
n3,g5,personalized,a1,pump,0dB,9,0.7010831185448576
master,g1,personalized,a1,pump,0dB,10,0.7188333712289988
n1,g4,personalized,a1,pump,0dB,11,0.7163267778868115
n3,g7,personalized,a1,pump,0dB,12,0.744447081852482
master,g0,personalized,a1,pump,0dB,13,0.7475182537787093
n3,g0,personalized,a1,pump,0dB,14,0.756270832705655
master,g4,personalized,a1,pump,0dB,15,0.7361131937551508
n1,g7,personalized,a1,pump,0dB,16,0.7397623288777945
n3,g3,personalized,a1,pump,0dB,17,0.7383879009571117
master,g7,personalized,a1,pump,0dB,18,0.7273939056735974
n3,g1,personalized,a1,pump,0dB,19,0.7461330166821372
master,g6,personalized,a1,pump,6dB,0,0.8212046031859751
n3,g3,personalized,a1,pump,6dB,1,0.8294359017936263
master,g3,personalized,a1,pump,6dB,2,0.8290147773543886
n1,g5,personalized,a1,pump,6dB,3,0.8275988185019807
n3,g0,personalized,a1,pump,6dB,4,0.8433740747725563
master,g5,personalized,a1,pump,6dB,5,0.8183518671156664
n3,g5,personalized,a1,pump,6dB,6,0.8570514658321743
master,g2,personalized,a1,pump,6dB,7,0.8317873676941652
n1,g4,personalized,a1,pump,6dB,8,0.8400391940533746
n3,g6,personalized,a1,pump,6dB,9,0.8135159428864602
master,g1,personalized,a1,pump,6dB,10,0.8191524520898493
n3,g4,personalized,a1,pump,6dB,11,0.820177407380798
master,g0,personalized,a1,pump,6dB,12,0.8426316301366338
n1,g6,personalized,a1,pump,6dB,13,0.8313270253726814
n3,g1,personalized,a1,pump,6dB,14,0.8604909167597411
master,g7,personalized,a1,pump,6dB,15,0.8589448705803815
n3,g2,personalized,a1,pump,6dB,16,0.8301433260097761
master,g4,personalized,a1,pump,6dB,17,0.8264452783063347
n1,g7,personalized,a1,pump,6dB,18,0.8340763538039617
n3,g7,personalized,a1,pump,6dB,19,0.831562318312607
n3,g7,personalized,a1,slider,-6dB,0,0.8391093868373456
master,g6,personalized,a1,slider,-6dB,1,0.8415489442845526
n3,g0,personalized,a1,slider,-6dB,2,0.8333622982488527
master,g5,personalized,a1,slider,-6dB,3,0.8420367607127878
n1,g6,personalized,a1,slider,-6dB,4,0.8373698450334108
n3,g5,personalized,a1,slider,-6dB,5,0.8148495181542683
master,g3,personalized,a1,slider,-6dB,6,0.8534663892611893
n3,g6,personalized,a1,slider,-6dB,7,0.8420383377768562
master,g2,personalized,a1,slider,-6dB,8,0.8345993012502472
n1,g4,personalized,a1,slider,-6dB,9,0.8537886949931446
n3,g3,personalized,a1,slider,-6dB,10,0.847993739821829
master,g1,personalized,a1,slider,-6dB,11,0.8685538696940565
n3,g2,personalized,a1,slider,-6dB,12,0.8387350672568024
master,g7,personalized,a1,slider,-6dB,13,0.7941916101303741
n1,g7,personalized,a1,slider,-6dB,14,0.8339307906547212
n3,g4,personalized,a1,slider,-6dB,15,0.8420859770594786
master,g0,personalized,a1,slider,-6dB,16,0.8375945643260925
n3,g1,personalized,a1,slider,-6dB,17,0.8232310114584506
master,g4,personalized,a1,slider,-6dB,18,0.8448624041278411
n1,g5,personalized,a1,slider,-6dB,19,0.8183757208654063
master,g6,personalized,a1,slider,0dB,0,0.8940242772737573
n1,g7,personalized,a1,slider,0dB,1,0.9033040943245739
n3,g3,personalized,a1,slider,0dB,2,0.9055069731493968
master,g5,personalized,a1,slider,0dB,3,0.908316933803998
n3,g1,personalized,a1,slider,0dB,4,0.9033281550879865
master,g3,personalized,a1,slider,0dB,5,0.8965707600942029
n1,g4,personalized,a1,slider,0dB,6,0.9089094523548409
n3,g5,personalized,a1,slider,0dB,7,0.8945150549608927
master,g2,personalized,a1,slider,0dB,8,0.879177471452896
n3,g6,personalized,a1,slider,0dB,9,0.9008433734918093
master,g1,personalized,a1,slider,0dB,10,0.9028841654297135
n1,g6,personalized,a1,slider,0dB,11,0.9043141898807319
n3,g0,personalized,a1,slider,0dB,12,0.9006344003598696
master,g4,personalized,a1,slider,0dB,13,0.8310630193239605
n3,g7,personalized,a1,slider,0dB,14,0.9002678541629445
master,g0,personalized,a1,slider,0dB,15,0.9122810913874652
n1,g5,personalized,a1,slider,0dB,16,0.8942667042422665
n3,g2,personalized,a1,slider,0dB,17,0.8918721654591323
master,g7,personalized,a1,slider,0dB,18,0.9014000313468016
n3,g4,personalized,a1,slider,0dB,19,0.8892375047597925
master,g6,personalized,a1,slider,6dB,0,0.935222355393414
n3,g4,personalized,a1,slider,6dB,1,0.9343776462637624
master,g5,personalized,a1,slider,6dB,2,0.9505057098179852
n1,g7,personalized,a1,slider,6dB,3,0.9511917702601542
n3,g0,personalized,a1,slider,6dB,4,0.9500325149293175
master,g3,personalized,a1,slider,6dB,5,0.9436454723321525
n3,g5,personalized,a1,slider,6dB,6,0.9508694991049037
master,g2,personalized,a1,slider,6dB,7,0.9284735206568462
n1,g6,personalized,a1,slider,6dB,8,0.9247886541216372
n3,g6,personalized,a1,slider,6dB,9,0.9498305051042216
master,g1,personalized,a1,slider,6dB,10,0.9438378325395889
n3,g7,personalized,a1,slider,6dB,11,0.9416961239894868
master,g0,personalized,a1,slider,6dB,12,0.9412582518024321
n1,g4,personalized,a1,slider,6dB,13,0.8801906708732862
n3,g3,personalized,a1,slider,6dB,14,0.9398012712424813
master,g4,personalized,a1,slider,6dB,15,0.9482031566715881
n3,g1,personalized,a1,slider,6dB,16,0.9500543592024115
master,g7,personalized,a1,slider,6dB,17,0.8951516715678436
n1,g5,personalized,a1,slider,6dB,18,0.9505775313380594
n3,g2,personalized,a1,slider,6dB,19,0.9165014242435234
n3,g4,personalized,a1,valve,-6dB,0,0.5105664705893829
master,g6,personalized,a1,valve,-6dB,1,0.4771123050624631
n3,g2,personalized,a1,valve,-6dB,2,0.4980148941812568
master,g5,personalized,a1,valve,-6dB,3,0.5227031458108675
n1,g7,personalized,a1,valve,-6dB,4,0.4751188171255152
n3,g5,personalized,a1,valve,-6dB,5,0.4886540348193988
master,g3,personalized,a1,valve,-6dB,6,0.5227895288162882
n3,g6,personalized,a1,valve,-6dB,7,0.4764264108859638
master,g2,personalized,a1,valve,-6dB,8,0.4682760937432736
n1,g6,personalized,a1,valve,-6dB,9,0.5294113379262939
n3,g7,personalized,a1,valve,-6dB,10,0.4928054369612587
master,g1,personalized,a1,valve,-6dB,11,0.5434841155550862
n3,g0,personalized,a1,valve,-6dB,12,0.5299201461785198
master,g4,personalized,a1,valve,-6dB,13,0.4599277540168178
n1,g4,personalized,a1,valve,-6dB,14,0.5142217870200623
n3,g1,personalized,a1,valve,-6dB,15,0.4916257824781037
master,g0,personalized,a1,valve,-6dB,16,0.5168860190573916
n3,g3,personalized,a1,valve,-6dB,17,0.4841497558663355
master,g7,personalized,a1,valve,-6dB,18,0.5176857654385018
n1,g5,personalized,a1,valve,-6dB,19,0.4850066544607003
master,g6,personalized,a1,valve,0dB,0,0.5683802426149303
n1,g7,personalized,a1,valve,0dB,1,0.5815592610735207
n3,g2,personalized,a1,valve,0dB,2,0.5923538798963759
master,g5,personalized,a1,valve,0dB,3,0.6001965333212292
n3,g3,personalized,a1,valve,0dB,4,0.5617461150591473
master,g3,personalized,a1,valve,0dB,5,0.576871242961348
n1,g6,personalized,a1,valve,0dB,6,0.6059325339071238
n3,g5,personalized,a1,valve,0dB,7,0.5695592829074155
master,g2,personalized,a1,valve,0dB,8,0.5117722097597642
n3,g6,personalized,a1,valve,0dB,9,0.614385660853432
master,g4,personalized,a1,valve,0dB,10,0.5888796769793365
n1,g4,personalized,a1,valve,0dB,11,0.5916686435199472
n3,g4,personalized,a1,valve,0dB,12,0.5868593748090457
master,g0,personalized,a1,valve,0dB,13,0.4524533476361153
n3,g7,personalized,a1,valve,0dB,14,0.6112917026006955
master,g1,personalized,a1,valve,0dB,15,0.5698451498197117
n1,g5,personalized,a1,valve,0dB,16,0.5842036230497628
n3,g1,personalized,a1,valve,0dB,17,0.5350523178468019
master,g7,personalized,a1,valve,0dB,18,0.6055874657921001
n3,g0,personalized,a1,valve,0dB,19,0.506148093382581
master,g6,personalized,a1,valve,6dB,0,0.6522421775397195
n3,g4,personalized,a1,valve,6dB,1,0.6472238513171898
master,g5,personalized,a1,valve,6dB,2,0.6571740756592197
n1,g6,personalized,a1,valve,6dB,3,0.654838744216316
n3,g3,personalized,a1,valve,6dB,4,0.6239035218053053
master,g3,personalized,a1,valve,6dB,5,0.6567919741188901
n3,g5,personalized,a1,valve,6dB,6,0.671073583295103
master,g2,personalized,a1,valve,6dB,7,0.5751272812629376
n1,g5,personalized,a1,valve,6dB,8,0.5427111658426058
n3,g6,personalized,a1,valve,6dB,9,0.7159647617964755
master,g4,personalized,a1,valve,6dB,10,0.6499411603358951
n3,g7,personalized,a1,valve,6dB,11,0.6761221775317466
master,g0,personalized,a1,valve,6dB,12,0.6967993725670343
n1,g7,personalized,a1,valve,6dB,13,0.4295108729116119
n3,g1,personalized,a1,valve,6dB,14,0.651277621511811
master,g1,personalized,a1,valve,6dB,15,0.6563905832284627
n3,g2,personalized,a1,valve,6dB,16,0.6388517469298609
master,g7,personalized,a1,valve,6dB,17,0.5504594312982769
n1,g4,personalized,a1,valve,6dB,18,0.6670100239334781
n3,g0,personalized,a1,valve,6dB,19,0.4595650274533158
n3,g0,personalized,a10,fan,-6dB,0,0.6363466740076194
master,g6,personalized,a10,fan,-6dB,1,0.6376590067263084
n3,g7,personalized,a10,fan,-6dB,2,0.6097579784770781
master,g3,personalized,a10,fan,-6dB,3,0.60269753788308
n1,g4,personalized,a10,fan,-6dB,4,0.6211013342915136
n3,g2,personalized,a10,fan,-6dB,5,0.6126042333072089
master,g4,personalized,a10,fan,-6dB,6,0.622899200919367
n3,g6,personalized,a10,fan,-6dB,7,0.6475359087668452
master,g2,personalized,a10,fan,-6dB,8,0.6011753623331748
n1,g6,personalized,a10,fan,-6dB,9,0.6469365588873488
n3,g1,personalized,a10,fan,-6dB,10,0.608145564789097
master,g1,personalized,a10,fan,-6dB,11,0.6375318381792255
n3,g5,personalized,a10,fan,-6dB,12,0.6232754878969278
master,g7,personalized,a10,fan,-6dB,13,0.5920764347678782
n1,g5,personalized,a10,fan,-6dB,14,0.6125893294425613
n3,g3,personalized,a10,fan,-6dB,15,0.6192176789884154
master,g5,personalized,a10,fan,-6dB,16,0.630422907417217
n3,g4,personalized,a10,fan,-6dB,17,0.6269252837584079
master,g0,personalized,a10,fan,-6dB,18,0.6263346540268052
n1,g7,personalized,a10,fan,-6dB,19,0.6189235562908361
master,g6,personalized,a10,fan,0dB,0,0.8305241590458119
n1,g7,personalized,a10,fan,0dB,1,0.8248251444853743
n3,g4,personalized,a10,fan,0dB,2,0.8197586029204658
master,g3,personalized,a10,fan,0dB,3,0.7899660908505716
n3,g1,personalized,a10,fan,0dB,4,0.8213867304809973
master,g4,personalized,a10,fan,0dB,5,0.8043717229586005
n1,g4,personalized,a10,fan,0dB,6,0.8081962883890255
n3,g6,personalized,a10,fan,0dB,7,0.8448619865822419
master,g2,personalized,a10,fan,0dB,8,0.7987054557445246
n3,g2,personalized,a10,fan,0dB,9,0.8239907553284604
master,g7,personalized,a10,fan,0dB,10,0.7844963151121855
n1,g6,personalized,a10,fan,0dB,11,0.8357354148052847
n3,g5,personalized,a10,fan,0dB,12,0.8472284709690442
master,g1,personalized,a10,fan,0dB,13,0.8089085657311607
n3,g0,personalized,a10,fan,0dB,14,0.80527276166913
master,g5,personalized,a10,fan,0dB,15,0.8020223301927233
n1,g5,personalized,a10,fan,0dB,16,0.8158802224629987
n3,g3,personalized,a10,fan,0dB,17,0.827564372085218
master,g0,personalized,a10,fan,0dB,18,0.8181303109553083
n3,g7,personalized,a10,fan,0dB,19,0.8188067885340257
master,g6,personalized,a10,fan,6dB,0,0.9569254725010901
n3,g5,personalized,a10,fan,6dB,1,0.9485136609500804
master,g3,personalized,a10,fan,6dB,2,0.9596213900128753
n1,g6,personalized,a10,fan,6dB,3,0.9470910808024591
n3,g1,personalized,a10,fan,6dB,4,0.9500937680897055
master,g4,personalized,a10,fan,6dB,5,0.9514441787310686
n3,g6,personalized,a10,fan,6dB,6,0.9446934398243119
master,g2,personalized,a10,fan,6dB,7,0.9579941261208214
n1,g7,personalized,a10,fan,6dB,8,0.9521963830950225
n3,g2,personalized,a10,fan,6dB,9,0.9502545714542577
master,g0,personalized,a10,fan,6dB,10,0.9408264847585276
n3,g0,personalized,a10,fan,6dB,11,0.9461829075090282
master,g7,personalized,a10,fan,6dB,12,0.9646948387712285
n1,g5,personalized,a10,fan,6dB,13,0.9475543042831231
n3,g3,personalized,a10,fan,6dB,14,0.9458019399592728
master,g1,personalized,a10,fan,6dB,15,0.943965463927802
n3,g7,personalized,a10,fan,6dB,16,0.9465282240012087
