host,worker,gpu,done_file,name,normalization_mode,algorithm,alpha,machine_type,db_level,seed,auroc,log_file,log_line
n3,norm_g6,6,norm_g6_p1_norm_federated_train_personalized_a0p5_fan_m6dB_s1.json,p1_norm_federated_train_personalized_a0p5_fan_m6dB_s1,federated_train,personalized,0.5,fan,-6dB,1,0.6376897597077374,n3/p1/logs/p1_norm_g6.log,92
master,norm_g6,6,norm_g6_p1_norm_federated_train_personalized_a0p5_slider_6dB_s1.json,p1_norm_federated_train_personalized_a0p5_slider_6dB_s1,federated_train,personalized,0.5,slider,6dB,1,0.9421987330181872,master/p1/logs/p1_norm_g6.log,94
n3,norm_g6,6,norm_g6_p1_norm_federated_train_personalized_a0p5_slider_6dB_s4.json,p1_norm_federated_train_personalized_a0p5_slider_6dB_s4,federated_train,personalized,0.5,slider,6dB,4,0.9508306897340075,n3/p1/logs/p1_norm_g6.log,156
n3,norm_g6,6,norm_g6_p1_norm_federated_train_personalized_a0p5_valve_0dB_s2.json,p1_norm_federated_train_personalized_a0p5_valve_0dB_s2,federated_train,personalized,0.5,valve,0dB,2,0.5675446394883032,n3/p1/logs/p1_norm_g6.log,158
master,norm_g6,6,norm_g6_p1_norm_federated_train_personalized_a0p5_valve_m6dB_s0.json,p1_norm_federated_train_personalized_a0p5_valve_m6dB_s0,federated_train,personalized,0.5,valve,-6dB,0,0.49923397039939027,master/p1/logs/p1_norm_g6.log,158
n3,norm_g6,6,norm_g6_p1_norm_federated_train_personalized_a100_fan_0dB_s3.json,p1_norm_federated_train_personalized_a100_fan_0dB_s3,federated_train,personalized,100.0,fan,0dB,3,0.797893801197237,n3/p1/logs/p1_norm_g6.log,160
master,norm_g6,6,norm_g6_p1_norm_federated_train_personalized_a100_fan_m6dB_s1.json,p1_norm_federated_train_personalized_a100_fan_m6dB_s1,federated_train,personalized,100.0,fan,-6dB,1,0.643543101931211,master/p1/logs/p1_norm_g6.log,160
n3,norm_g6,6,norm_g6_p1_norm_federated_train_personalized_a100_slider_0dB_s4.json,p1_norm_federated_train_personalized_a100_slider_0dB_s4,federated_train,personalized,100.0,slider,0dB,4,0.8991322182685202,n3/p1/logs/p1_norm_g6.log,162
n3,norm_g6,6,norm_g6_p1_norm_federated_train_personalized_a100_valve_6dB_s0.json,p1_norm_federated_train_personalized_a100_valve_6dB_s0,federated_train,personalized,100.0,valve,6dB,0,0.6179899907905486,n3/p1/logs/p1_norm_g6.log,164
master,norm_g6,6,norm_g6_p1_norm_federated_train_personalized_a100_valve_6dB_s3.json,p1_norm_federated_train_personalized_a100_valve_6dB_s3,federated_train,personalized,100.0,valve,6dB,3,0.6579741588204927,master/p1/logs/p1_norm_g6.log,162
n3,norm_g6,6,norm_g6_p1_norm_local_site_clustered_fl_a0p05_fan_6dB_s0.json,p1_norm_local_site_clustered_fl_a0p05_fan_6dB_s0,local_site,clustered_fl,0.05,fan,6dB,0,0.9476790930976455,n3/p1/logs/p1_norm_g6.log,166
master,norm_g6,6,norm_g6_p1_norm_local_site_clustered_fl_a0p05_fan_m6dB_s1.json,p1_norm_local_site_clustered_fl_a0p05_fan_m6dB_s1,local_site,clustered_fl,0.05,fan,-6dB,1,0.7514722364039521,master/p1/logs/p1_norm_g6.log,164
n3,norm_g6,6,norm_g6_p1_norm_local_site_clustered_fl_a0p05_slider_0dB_s2.json,p1_norm_local_site_clustered_fl_a0p05_slider_0dB_s2,local_site,clustered_fl,0.05,slider,0dB,2,0.8667962513823729,n3/p1/logs/p1_norm_g6.log,168
master,norm_g6,6,norm_g6_p1_norm_local_site_clustered_fl_a0p05_slider_6dB_s2.json,p1_norm_local_site_clustered_fl_a0p05_slider_6dB_s2,local_site,clustered_fl,0.05,slider,6dB,2,0.8742611972892173,master/p1/logs/p1_norm_g6.log,166
n3,norm_g6,6,norm_g6_p1_norm_local_site_clustered_fl_a0p05_valve_6dB_s0.json,p1_norm_local_site_clustered_fl_a0p05_valve_6dB_s0,local_site,clustered_fl,0.05,valve,6dB,0,0.7050739267293964,n3/p1/logs/p1_norm_g6.log,170
master,norm_g6,6,norm_g6_p1_norm_local_site_clustered_fl_a0p05_valve_6dB_s3.json,p1_norm_local_site_clustered_fl_a0p05_valve_6dB_s3,local_site,clustered_fl,0.05,valve,6dB,3,0.6660954712805356,master/p1/logs/p1_norm_g6.log,168
n3,norm_g6,6,norm_g6_p1_norm_local_site_clustered_fl_a0p5_fan_0dB_s4.json,p1_norm_local_site_clustered_fl_a0p5_fan_0dB_s4,local_site,clustered_fl,0.5,fan,0dB,4,0.8283106440643634,n3/p1/logs/p1_norm_g6.log,172
master,norm_g6,6,norm_g6_p1_norm_local_site_clustered_fl_a0p5_fan_6dB_s4.json,p1_norm_local_site_clustered_fl_a0p5_fan_6dB_s4,local_site,clustered_fl,0.5,fan,6dB,4,0.9475760793549888,master/p1/logs/p1_norm_g6.log,170
master,norm_g6,6,norm_g6_p1_norm_local_site_clustered_fl_a0p5_slider_6dB_s3.json,p1_norm_local_site_clustered_fl_a0p5_slider_6dB_s3,local_site,clustered_fl,0.5,slider,6dB,3,0.9457909725602065,master/p1/logs/p1_norm_g6.log,172
n3,norm_g6,6,norm_g6_p1_norm_local_site_clustered_fl_a0p5_slider_6dB_s4.json,p1_norm_local_site_clustered_fl_a0p5_slider_6dB_s4,local_site,clustered_fl,0.5,slider,6dB,4,0.9451192037284407,n3/p1/logs/p1_norm_g6.log,174
n3,norm_g6,6,norm_g6_p1_norm_local_site_clustered_fl_a0p5_valve_6dB_s3.json,p1_norm_local_site_clustered_fl_a0p5_valve_6dB_s3,local_site,clustered_fl,0.5,valve,6dB,3,0.6778313105617337,n3/p1/logs/p1_norm_g6.log,176
master,norm_g6,6,norm_g6_p1_norm_local_site_clustered_fl_a0p5_valve_6dB_s4.json,p1_norm_local_site_clustered_fl_a0p5_valve_6dB_s4,local_site,clustered_fl,0.5,valve,6dB,4,0.6532968945162979,master/p1/logs/p1_norm_g6.log,174
master,norm_g6,6,norm_g6_p1_norm_local_site_clustered_fl_a100_fan_6dB_s3.json,p1_norm_local_site_clustered_fl_a100_fan_6dB_s3,local_site,clustered_fl,100.0,fan,6dB,3,0.9488633665945668,master/p1/logs/p1_norm_g6.log,176
n3,norm_g6,6,norm_g6_p1_norm_local_site_clustered_fl_a100_fan_m6dB_s0.json,p1_norm_local_site_clustered_fl_a100_fan_m6dB_s0,local_site,clustered_fl,100.0,fan,-6dB,0,0.6269056014145766,n3/p1/logs/p1_norm_g6.log,178
master,norm_g6,6,norm_g6_p1_norm_local_site_clustered_fl_a100_slider_m6dB_s0.json,p1_norm_local_site_clustered_fl_a100_slider_m6dB_s0,local_site,clustered_fl,100.0,slider,-6dB,0,0.8383792753857338,master/p1/logs/p1_norm_g6.log,178
n3,norm_g6,6,norm_g6_p1_norm_local_site_clustered_fl_a100_slider_m6dB_s1.json,p1_norm_local_site_clustered_fl_a100_slider_m6dB_s1,local_site,clustered_fl,100.0,slider,-6dB,1,0.8344167682513814,n3/p1/logs/p1_norm_g6.log,180
n3,norm_g6,6,norm_g6_p1_norm_local_site_clustered_fl_a100_valve_m6dB_s2.json,p1_norm_local_site_clustered_fl_a100_valve_m6dB_s2,local_site,clustered_fl,100.0,valve,-6dB,2,0.4931647491221124,n3/p1/logs/p1_norm_g6.log,182
master,norm_g6,6,norm_g6_p1_norm_local_site_clustered_fl_a100_valve_m6dB_s3.json,p1_norm_local_site_clustered_fl_a100_valve_m6dB_s3,local_site,clustered_fl,100.0,valve,-6dB,3,0.4898945127441209,master/p1/logs/p1_norm_g6.log,180
master,norm_g6,6,norm_g6_p1_norm_local_site_fedavg_a0p05_slider_0dB_s2.json,p1_norm_local_site_fedavg_a0p05_slider_0dB_s2,local_site,fedavg,0.05,slider,0dB,2,0.8638309273463441,master/p1/logs/p1_norm_g6.log,182
n3,norm_g6,6,norm_g6_p1_norm_local_site_fedavg_a0p05_slider_6dB_s4.json,p1_norm_local_site_fedavg_a0p05_slider_6dB_s4,local_site,fedavg,0.05,slider,6dB,4,0.9203486890853566,n3/p1/logs/p1_norm_g6.log,184
master,norm_g6,6,norm_g6_p1_norm_local_site_fedavg_a0p05_slider_m6dB_s3.json,p1_norm_local_site_fedavg_a0p05_slider_m6dB_s3,local_site,fedavg,0.05,slider,-6dB,3,0.7067222940189829,master/p1/logs/p1_norm_g6.log,184
n3,norm_g6,6,norm_g6_p1_norm_local_site_fedavg_a0p05_valve_6dB_s3.json,p1_norm_local_site_fedavg_a0p05_valve_6dB_s3,local_site,fedavg,0.05,valve,6dB,3,0.6626136639947726,n3/p1/logs/p1_norm_g6.log,186
master,norm_g6,6,norm_g6_p1_norm_local_site_fedavg_a0p05_valve_m6dB_s4.json,p1_norm_local_site_fedavg_a0p05_valve_m6dB_s4,local_site,fedavg,0.05,valve,-6dB,4,0.4259523245491786,master/p1/logs/p1_norm_g6.log,186
n3,norm_g6,6,norm_g6_p1_norm_local_site_fedavg_a0p5_fan_m6dB_s0.json,p1_norm_local_site_fedavg_a0p5_fan_m6dB_s0,local_site,fedavg,0.5,fan,-6dB,0,0.6592489134705908,n3/p1/logs/p1_norm_g6.log,188
master,norm_g6,6,norm_g6_p1_norm_local_site_fedavg_a0p5_slider_0dB_s1.json,p1_norm_local_site_fedavg_a0p5_slider_0dB_s1,local_site,fedavg,0.5,slider,0dB,1,0.9046586683297152,master/p1/logs/p1_norm_g6.log,188
n3,norm_g6,6,norm_g6_p1_norm_local_site_fedavg_a0p5_slider_m6dB_s1.json,p1_norm_local_site_fedavg_a0p5_slider_m6dB_s1,local_site,fedavg,0.5,slider,-6dB,1,0.8366248962338991,n3/p1/logs/p1_norm_g6.log,190
master,norm_g6,6,norm_g6_p1_norm_local_site_fedavg_a0p5_slider_m6dB_s4.json,p1_norm_local_site_fedavg_a0p5_slider_m6dB_s4,local_site,fedavg,0.5,slider,-6dB,4,0.8496935350378848,master/p1/logs/p1_norm_g6.log,190
n3,norm_g6,6,norm_g6_p1_norm_local_site_fedavg_a0p5_valve_m6dB_s0.json,p1_norm_local_site_fedavg_a0p5_valve_m6dB_s0,local_site,fedavg,0.5,valve,-6dB,0,0.5024974574232022,n3/p1/logs/p1_norm_g6.log,192
master,norm_g6,6,norm_g6_p1_norm_local_site_fedavg_a100_fan_0dB_s1.json,p1_norm_local_site_fedavg_a100_fan_0dB_s1,local_site,fedavg,100.0,fan,0dB,1,0.8145611183211846,master/p1/logs/p1_norm_g6.log,192
n3,norm_g6,6,norm_g6_p1_norm_local_site_fedavg_a100_fan_m6dB_s1.json,p1_norm_local_site_fedavg_a100_fan_m6dB_s1,local_site,fedavg,100.0,fan,-6dB,1,0.6405234147838592,n3/p1/logs/p1_norm_g6.log,194
master,norm_g6,6,norm_g6_p1_norm_local_site_fedavg_a100_slider_0dB_s0.json,p1_norm_local_site_fedavg_a100_slider_0dB_s0,local_site,fedavg,100.0,slider,0dB,0,0.904327108844314,master/p1/logs/p1_norm_g6.log,194
n3,norm_g6,6,norm_g6_p1_norm_local_site_fedavg_a100_slider_m6dB_s4.json,p1_norm_local_site_fedavg_a100_slider_m6dB_s4,local_site,fedavg,100.0,slider,-6dB,4,0.8293658867133766,n3/p1/logs/p1_norm_g6.log,196
master,norm_g6,6,norm_g6_p1_norm_local_site_fedavg_a100_valve_6dB_s2.json,p1_norm_local_site_fedavg_a100_valve_6dB_s2,local_site,fedavg,100.0,valve,6dB,2,0.650020582840942,master/p1/logs/p1_norm_g6.log,196
n3,norm_g6,6,norm_g6_p1_norm_local_site_personalized_a0p05_fan_0dB_s0.json,p1_norm_local_site_personalized_a0p05_fan_0dB_s0,local_site,personalized,0.05,fan,0dB,0,0.816188372923819,n3/p1/logs/p1_norm_g6.log,198
master,norm_g6,6,norm_g6_p1_norm_local_site_personalized_a0p05_fan_6dB_s2.json,p1_norm_local_site_personalized_a0p05_fan_6dB_s2,local_site,personalized,0.05,fan,6dB,2,0.9661831788965249,master/p1/logs/p1_norm_g6.log,198
n3,norm_g6,6,norm_g6_p1_norm_local_site_personalized_a0p05_slider_0dB_s3.json,p1_norm_local_site_personalized_a0p05_slider_0dB_s3,local_site,personalized,0.05,slider,0dB,3,0.8569259061356814,n3/p1/logs/p1_norm_g6.log,200
master,norm_g6,6,norm_g6_p1_norm_local_site_personalized_a0p05_slider_6dB_s1.json,p1_norm_local_site_personalized_a0p05_slider_6dB_s1,local_site,personalized,0.05,slider,6dB,1,0.9076157593737053,master/p1/logs/p1_norm_g6.log,200
n3,norm_g6,6,norm_g6_p1_norm_local_site_personalized_a0p05_valve_0dB_s2.json,p1_norm_local_site_personalized_a0p05_valve_0dB_s2,local_site,personalized,0.05,valve,0dB,2,0.6053081109539094,n3/p1/logs/p1_norm_g6.log,202
master,norm_g6,6,norm_g6_p1_norm_local_site_personalized_a0p05_valve_6dB_s4.json,p1_norm_local_site_personalized_a0p05_valve_6dB_s4,local_site,personalized,0.05,valve,6dB,4,0.6730813235192843,master/p1/logs/p1_norm_g6.log,202
n3,norm_g6,6,norm_g6_p1_norm_local_site_personalized_a0p5_fan_6dB_s0.json,p1_norm_local_site_personalized_a0p5_fan_6dB_s0,local_site,personalized,0.5,fan,6dB,0,0.9595822105629148,n3/p1/logs/p1_norm_g6.log,204
master,norm_g6,6,norm_g6_p1_norm_local_site_personalized_a0p5_fan_6dB_s3.json,p1_norm_local_site_personalized_a0p5_fan_6dB_s3,local_site,personalized,0.5,fan,6dB,3,0.9433779515931973,master/p1/logs/p1_norm_g6.log,204
n3,norm_g6,6,norm_g6_p1_norm_local_site_personalized_a0p5_slider_0dB_s4.json,p1_norm_local_site_personalized_a0p5_slider_0dB_s4,local_site,personalized,0.5,slider,0dB,4,0.8996639193517787,n3/p1/logs/p1_norm_g6.log,206
master,norm_g6,6,norm_g6_p1_norm_local_site_personalized_a0p5_slider_6dB_s4.json,p1_norm_local_site_personalized_a0p5_slider_6dB_s4,local_site,personalized,0.5,slider,6dB,4,0.9499470020038384,master/p1/logs/p1_norm_g6.log,206
n3,norm_g6,6,norm_g6_p1_norm_local_site_personalized_a0p5_valve_6dB_s2.json,p1_norm_local_site_personalized_a0p5_valve_6dB_s2,local_site,personalized,0.5,valve,6dB,2,0.6530217321963835,n3/p1/logs/p1_norm_g6.log,208
master,norm_g6,6,norm_g6_p1_norm_local_site_personalized_a0p5_valve_6dB_s3.json,p1_norm_local_site_personalized_a0p5_valve_6dB_s3,local_site,personalized,0.5,valve,6dB,3,0.685632058576375,master/p1/logs/p1_norm_g6.log,208
n3,norm_g6,6,norm_g6_p1_norm_local_site_personalized_a100_fan_6dB_s1.json,p1_norm_local_site_personalized_a100_fan_6dB_s1,local_site,personalized,100.0,fan,6dB,1,0.9541077779694765,n3/p1/logs/p1_norm_g6.log,210
master,norm_g6,6,norm_g6_p1_norm_local_site_personalized_a100_fan_m6dB_s0.json,p1_norm_local_site_personalized_a100_fan_m6dB_s0,local_site,personalized,100.0,fan,-6dB,0,0.6279047921990314,master/p1/logs/p1_norm_g6.log,210
n3,norm_g6,6,norm_g6_p1_norm_local_site_personalized_a100_slider_6dB_s4.json,p1_norm_local_site_personalized_a100_slider_6dB_s4,local_site,personalized,100.0,slider,6dB,4,0.9352797089689224,n3/p1/logs/p1_norm_g6.log,212
master,norm_g6,6,norm_g6_p1_norm_local_site_personalized_a100_slider_m6dB_s1.json,p1_norm_local_site_personalized_a100_slider_m6dB_s1,local_site,personalized,100.0,slider,-6dB,1,0.8365689304573959,master/p1/logs/p1_norm_g6.log,212
n3,norm_g6,6,norm_g6_p1_norm_local_site_personalized_a100_valve_6dB_s3.json,p1_norm_local_site_personalized_a100_valve_6dB_s3,local_site,personalized,100.0,valve,6dB,3,0.6583749526254516,n3/p1/logs/p1_norm_g6.log,214
master,norm_g6,6,norm_g6_p1_norm_local_site_personalized_a100_valve_m6dB_s2.json,p1_norm_local_site_personalized_a100_valve_m6dB_s2,local_site,personalized,100.0,valve,-6dB,2,0.5016073578553071,master/p1/logs/p1_norm_g6.log,214
master,norm_g7,7,norm_g7_p1_norm_central_clustered_fl_a0p05_fan_6dB_s3.json,p1_norm_central_clustered_fl_a0p05_fan_6dB_s3,central,clustered_fl,0.05,fan,6dB,3,0.9574117304717809,master/p1/logs/p1_norm_g7.log,2
n3,norm_g7,7,norm_g7_p1_norm_central_clustered_fl_a0p05_fan_m6dB_s4.json,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s4,central,clustered_fl,0.05,fan,-6dB,4,0.6227749525310224,n3/p1/logs/p1_norm_g7.log,2
master,norm_g7,7,norm_g7_p1_norm_central_clustered_fl_a0p05_slider_6dB_s2.json,p1_norm_central_clustered_fl_a0p05_slider_6dB_s2,central,clustered_fl,0.05,slider,6dB,2,0.8642180990321812,master/p1/logs/p1_norm_g7.log,4
n3,norm_g7,7,norm_g7_p1_norm_central_clustered_fl_a0p05_slider_m6dB_s1.json,p1_norm_central_clustered_fl_a0p05_slider_m6dB_s1,central,clustered_fl,0.05,slider,-6dB,1,0.7480258971654125,n3/p1/logs/p1_norm_g7.log,4
master,norm_g7,7,norm_g7_p1_norm_central_clustered_fl_a0p05_valve_0dB_s4.json,p1_norm_central_clustered_fl_a0p05_valve_0dB_s4,central,clustered_fl,0.05,valve,0dB,4,0.531685433223211,master/p1/logs/p1_norm_g7.log,6
n3,norm_g7,7,norm_g7_p1_norm_central_clustered_fl_a0p05_valve_m6dB_s2.json,p1_norm_central_clustered_fl_a0p05_valve_m6dB_s2,central,clustered_fl,0.05,valve,-6dB,2,0.46347457911617224,n3/p1/logs/p1_norm_g7.log,6
master,norm_g7,7,norm_g7_p1_norm_central_clustered_fl_a0p5_fan_6dB_s2.json,p1_norm_central_clustered_fl_a0p5_fan_6dB_s2,central,clustered_fl,0.5,fan,6dB,2,0.9274465303687999,master/p1/logs/p1_norm_g7.log,8
n3,norm_g7,7,norm_g7_p1_norm_central_clustered_fl_a0p5_fan_m6dB_s3.json,p1_norm_central_clustered_fl_a0p5_fan_m6dB_s3,central,clustered_fl,0.5,fan,-6dB,3,0.6006314825945628,n3/p1/logs/p1_norm_g7.log,8
master,norm_g7,7,norm_g7_p1_norm_central_clustered_fl_a0p5_slider_6dB_s1.json,p1_norm_central_clustered_fl_a0p5_slider_6dB_s1,central,clustered_fl,0.5,slider,6dB,1,0.9399962769870591,master/p1/logs/p1_norm_g7.log,10
n3,norm_g7,7,norm_g7_p1_norm_central_clustered_fl_a0p5_valve_0dB_s0.json,p1_norm_central_clustered_fl_a0p5_valve_0dB_s0,central,clustered_fl,0.5,valve,0dB,0,0.5653642342031744,n3/p1/logs/p1_norm_g7.log,10
master,norm_g7,7,norm_g7_p1_norm_central_clustered_fl_a0p5_valve_6dB_s4.json,p1_norm_central_clustered_fl_a0p5_valve_6dB_s4,central,clustered_fl,0.5,valve,6dB,4,0.6405066586710062,master/p1/logs/p1_norm_g7.log,12
n3,norm_g7,7,norm_g7_p1_norm_central_clustered_fl_a100_fan_0dB_s1.json,p1_norm_central_clustered_fl_a100_fan_0dB_s1,central,clustered_fl,100.0,fan,0dB,1,0.8117808675535375,n3/p1/logs/p1_norm_g7.log,12
master,norm_g7,7,norm_g7_p1_norm_central_clustered_fl_a100_fan_6dB_s3.json,p1_norm_central_clustered_fl_a100_fan_6dB_s3,central,clustered_fl,100.0,fan,6dB,3,0.9489174479426632,master/p1/logs/p1_norm_g7.log,14
n3,norm_g7,7,norm_g7_p1_norm_central_clustered_fl_a100_slider_0dB_s0.json,p1_norm_central_clustered_fl_a100_slider_0dB_s0,central,clustered_fl,100.0,slider,0dB,0,0.9047236092999018,n3/p1/logs/p1_norm_g7.log,14
master,norm_g7,7,norm_g7_p1_norm_central_clustered_fl_a100_slider_6dB_s4.json,p1_norm_central_clustered_fl_a100_slider_6dB_s4,central,clustered_fl,100.0,slider,6dB,4,0.9349873368896198,master/p1/logs/p1_norm_g7.log,16
n3,norm_g7,7,norm_g7_p1_norm_central_clustered_fl_a100_slider_m6dB_s3.json,p1_norm_central_clustered_fl_a100_slider_m6dB_s3,central,clustered_fl,100.0,slider,-6dB,3,0.8216119977550769,n3/p1/logs/p1_norm_g7.log,16
master,norm_g7,7,norm_g7_p1_norm_central_clustered_fl_a100_valve_m6dB_s1.json,p1_norm_central_clustered_fl_a100_valve_m6dB_s1,central,clustered_fl,100.0,valve,-6dB,1,0.48851706499690106,master/p1/logs/p1_norm_g7.log,18
n3,norm_g7,7,norm_g7_p1_norm_central_clustered_fl_a100_valve_m6dB_s2.json,p1_norm_central_clustered_fl_a100_valve_m6dB_s2,central,clustered_fl,100.0,valve,-6dB,2,0.49348529729415286,n3/p1/logs/p1_norm_g7.log,18
master,norm_g7,7,norm_g7_p1_norm_central_fedavg_a0p05_slider_0dB_s4.json,p1_norm_central_fedavg_a0p05_slider_0dB_s4,central,fedavg,0.05,slider,0dB,4,0.8496082646860876,master/p1/logs/p1_norm_g7.log,20
n3,norm_g7,7,norm_g7_p1_norm_central_fedavg_a0p05_slider_6dB_s2.json,p1_norm_central_fedavg_a0p05_slider_6dB_s2,central,fedavg,0.05,slider,6dB,2,0.8393059646230668,n3/p1/logs/p1_norm_g7.log,20
master,norm_g7,7,norm_g7_p1_norm_central_fedavg_a0p05_valve_0dB_s1.json,p1_norm_central_fedavg_a0p05_valve_0dB_s1,central,fedavg,0.05,valve,0dB,1,0.570258002608707,master/p1/logs/p1_norm_g7.log,22
n3,norm_g7,7,norm_g7_p1_norm_central_fedavg_a0p05_valve_6dB_s1.json,p1_norm_central_fedavg_a0p05_valve_6dB_s1,central,fedavg,0.05,valve,6dB,1,0.6779579550110799,n3/p1/logs/p1_norm_g7.log,22
master,norm_g7,7,norm_g7_p1_norm_central_fedavg_a0p5_fan_6dB_s1.json,p1_norm_central_fedavg_a0p5_fan_6dB_s1,central,fedavg,0.5,fan,6dB,1,0.9589052980148836,master/p1/logs/p1_norm_g7.log,24
n3,norm_g7,7,norm_g7_p1_norm_central_fedavg_a0p5_fan_6dB_s4.json,p1_norm_central_fedavg_a0p5_fan_6dB_s4,central,fedavg,0.5,fan,6dB,4,0.9679109719628032,n3/p1/logs/p1_norm_g7.log,24
n3,norm_g7,7,norm_g7_p1_norm_central_fedavg_a0p5_slider_6dB_s3.json,p1_norm_central_fedavg_a0p5_slider_6dB_s3,central,fedavg,0.5,slider,6dB,3,0.9461643212760823,n3/p1/logs/p1_norm_g7.log,26
master,norm_g7,7,norm_g7_p1_norm_central_fedavg_a0p5_slider_m6dB_s0.json,p1_norm_central_fedavg_a0p5_slider_m6dB_s0,central,fedavg,0.5,slider,-6dB,0,0.8332900336796566,master/p1/logs/p1_norm_g7.log,26
n3,norm_g7,7,norm_g7_p1_norm_central_fedavg_a0p5_valve_m6dB_s0.json,p1_norm_central_fedavg_a0p5_valve_m6dB_s0,central,fedavg,0.5,valve,-6dB,0,0.49622824022709755,n3/p1/logs/p1_norm_g7.log,28
master,norm_g7,7,norm_g7_p1_norm_central_fedavg_a0p5_valve_m6dB_s1.json,p1_norm_central_fedavg_a0p5_valve_m6dB_s1,central,fedavg,0.5,valve,-6dB,1,0.4766793724191496,master/p1/logs/p1_norm_g7.log,28
n3,norm_g7,7,norm_g7_p1_norm_central_fedavg_a100_fan_m6dB_s1.json,p1_norm_central_fedavg_a100_fan_m6dB_s1,central,fedavg,100.0,fan,-6dB,1,0.6385266558562794,n3/p1/logs/p1_norm_g7.log,30
master,norm_g7,7,norm_g7_p1_norm_central_fedavg_a100_fan_m6dB_s2.json,p1_norm_central_fedavg_a100_fan_m6dB_s2,central,fedavg,100.0,fan,-6dB,2,0.6168684338665661,master/p1/logs/p1_norm_g7.log,30
n3,norm_g7,7,norm_g7_p1_norm_central_fedavg_a100_slider_m6dB_s2.json,p1_norm_central_fedavg_a100_slider_m6dB_s2,central,fedavg,100.0,slider,-6dB,2,0.8474714868143381,n3/p1/logs/p1_norm_g7.log,32
master,norm_g7,7,norm_g7_p1_norm_central_fedavg_a100_slider_m6dB_s3.json,p1_norm_central_fedavg_a100_slider_m6dB_s3,central,fedavg,100.0,slider,-6dB,3,0.8205723559279319,master/p1/logs/p1_norm_g7.log,32
n3,norm_g7,7,norm_g7_p1_norm_central_fedavg_a100_valve_6dB_s3.json,p1_norm_central_fedavg_a100_valve_6dB_s3,central,fedavg,100.0,valve,6dB,3,0.6573795276189722,n3/p1/logs/p1_norm_g7.log,34
master,norm_g7,7,norm_g7_p1_norm_central_fedavg_a100_valve_m6dB_s2.json,p1_norm_central_fedavg_a100_valve_m6dB_s2,central,fedavg,100.0,valve,-6dB,2,0.4920966772752009,master/p1/logs/p1_norm_g7.log,34
master,norm_g7,7,norm_g7_p1_norm_central_personalized_a0p05_fan_m6dB_s0.json,p1_norm_central_personalized_a0p05_fan_m6dB_s0,central,personalized,0.05,fan,-6dB,0,0.579883485513506,master/p1/logs/p1_norm_g7.log,36
n3,norm_g7,7,norm_g7_p1_norm_central_personalized_a0p05_fan_m6dB_s1.json,p1_norm_central_personalized_a0p05_fan_m6dB_s1,central,personalized,0.05,fan,-6dB,1,0.7242246093556577,n3/p1/logs/p1_norm_g7.log,36
master,norm_g7,7,norm_g7_p1_norm_central_personalized_a0p05_slider_m6dB_s3.json,p1_norm_central_personalized_a0p05_slider_m6dB_s3,central,personalized,0.05,slider,-6dB,3,0.7525045394930557,master/p1/logs/p1_norm_g7.log,38
n3,norm_g7,7,norm_g7_p1_norm_central_personalized_a0p05_slider_m6dB_s4.json,p1_norm_central_personalized_a0p05_slider_m6dB_s4,central,personalized,0.05,slider,-6dB,4,0.7624271550598691,n3/p1/logs/p1_norm_g7.log,38
master,norm_g7,7,norm_g7_p1_norm_central_personalized_a0p05_valve_m6dB_s4.json,p1_norm_central_personalized_a0p05_valve_m6dB_s4,central,personalized,0.05,valve,-6dB,4,0.43346024236430203,master/p1/logs/p1_norm_g7.log,40
n3,norm_g7,7,norm_g7_p1_norm_central_personalized_a0p5_fan_0dB_s1.json,p1_norm_central_personalized_a0p5_fan_0dB_s1,central,personalized,0.5,fan,0dB,1,0.8331037677979719,n3/p1/logs/p1_norm_g7.log,40
master,norm_g7,7,norm_g7_p1_norm_central_personalized_a0p5_fan_m6dB_s3.json,p1_norm_central_personalized_a0p5_fan_m6dB_s3,central,personalized,0.5,fan,-6dB,3,0.6093405965166739,master/p1/logs/p1_norm_g7.log,42
n3,norm_g7,7,norm_g7_p1_norm_central_personalized_a0p5_slider_0dB_s0.json,p1_norm_central_personalized_a0p5_slider_0dB_s0,central,personalized,0.5,slider,0dB,0,0.8945200620733555,n3/p1/logs/p1_norm_g7.log,42
master,norm_g7,7,norm_g7_p1_norm_central_personalized_a0p5_valve_0dB_s0.json,p1_norm_central_personalized_a0p5_valve_0dB_s0,central,personalized,0.5,valve,0dB,0,0.5629629242012767,master/p1/logs/p1_norm_g7.log,44
n3,norm_g7,7,norm_g7_p1_norm_central_personalized_a0p5_valve_0dB_s1.json,p1_norm_central_personalized_a0p5_valve_0dB_s1,central,personalized,0.5,valve,0dB,1,0.5762134232780868,n3/p1/logs/p1_norm_g7.log,44
n3,norm_g7,7,norm_g7_p1_norm_central_personalized_a100_fan_0dB_s2.json,p1_norm_central_personalized_a100_fan_0dB_s2,central,personalized,100.0,fan,0dB,2,0.8226222998152283,n3/p1/logs/p1_norm_g7.log,46
master,norm_g7,7,norm_g7_p1_norm_central_personalized_a100_fan_6dB_s0.json,p1_norm_central_personalized_a100_fan_6dB_s0,central,personalized,100.0,fan,6dB,0,0.9556304617586472,master/p1/logs/p1_norm_g7.log,46
